Name;Municipality;Owner/owner of the spv;Spv;Operator, contact details;Cabel information,contact details;"Nominal power (kW)";Installation year;Wind turbine Manufacturer;Wind turbine tip height (m);Wind turbine hub height (m);Wind turbine rotor diameter (m);Region;"Installed (1)/Not in use(0)";Demolish year
Nyby 6;Ii;Taaleri Energia;Nybyn Tuulipuisto Ky;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;2400;2014;Nordex Acciona;;141;117;Pohjois-Pohjanmaa;1;
Nyby 7;Ii;Taaleri Energia;Nybyn Tuulipuisto Ky;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;2400;2014;Nordex Acciona;;141;117;Pohjois-Pohjanmaa;1;
Nyby 8;Ii;Taaleri Energia;Nybyn Tuulipuisto Ky;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;2400;2014;Nordex Acciona;;141;117;Pohjois-Pohjanmaa;1;
Olhava 1;Ii;Aquila Capital;Aalto Wind No 2 Ltd. Oy;;;3000;2012;Vestas;;140;120;Pohjois-Pohjanmaa;1;
Olhava 10;Ii;Aquila Capital;Aalto Wind No 2 Ltd. Oy;;;3300;2013;Vestas;;140;120;Pohjois-Pohjanmaa;1;
Olhava 11;Ii;Aquila Capital;Aalto Wind No 2 Ltd. Oy;;;3300;2013;Vestas;;140;120;Pohjois-Pohjanmaa;1;
Olhava 2;Ii;Aquila Capital;Aalto Wind No 2 Ltd. Oy;;;3000;2012;Vestas;;140;120;Pohjois-Pohjanmaa;1;
Olhava 3;Ii;Aquila Capital;Aalto Wind No 2 Ltd. Oy;;;3000;2012;Vestas;;140;120;Pohjois-Pohjanmaa;1;
Olhava 4;Ii;Aquila Capital;Aalto Wind No 2 Ltd. Oy;;;3000;2012;Vestas;;140;120;Pohjois-Pohjanmaa;1;
Olhava 5;Ii;Aquila Capital;Aalto Wind No 2 Ltd. Oy;;;3000;2012;Vestas;;140;120;Pohjois-Pohjanmaa;1;
Olhava 6;Ii;Aquila Capital;Aalto Wind No 2 Ltd. Oy;;;3000;2012;Vestas;;140;120;Pohjois-Pohjanmaa;1;
Olhava 7;Ii;Aquila Capital;Aalto Wind No 2 Ltd. Oy;;;3000;2012;Vestas;;140;120;Pohjois-Pohjanmaa;1;
Olhava 8;Ii;Aquila Capital;Aalto Wind No 2 Ltd. Oy;;;3000;2012;Vestas;;140;120;Pohjois-Pohjanmaa;1;
Olhava 9;Ii;Aquila Capital;Aalto Wind No 2 Ltd. Oy;;;3300;2013;Vestas;;140;120;Pohjois-Pohjanmaa;1;
Olkiluoto TU-1;Eurajoki;Teollisuuden Voima Oy;;;;1000;2004;WinWinD;;;;Satakunta;0;2018
Olos 1;Muonio;Tunturituuli Oy;;;;600;1998;Siemens Gamesa;;41;44;Lappi;1;
Olos 2;Muonio;Tunturituuli Oy;;;;600;1998;Siemens Gamesa;;41;44;Lappi;1;
Olos 3;Muonio;Tunturituuli Oy;;;;600;1999;Siemens Gamesa;;41;44;Lappi;1;
Olos 4;Muonio;Tunturituuli Oy;;;;600;1999;Siemens Gamesa;;41;44;Lappi;1;
Olos 5;Muonio;Tunturituuli Oy;;;;600;1999;Siemens Gamesa;;41;44;Lappi;1;
Oltava 1 ;Pyhäjoki;Taaleri Energia;Oltavan Tuulipuisto Ky;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;4800;2020;Nordex Acciona;;146,5;133;Pohjois-Pohjanmaa;1;
Oltava 2;Pyhäjoki;Taaleri Energia;Oltavan Tuulipuisto Ky;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;4800;2020;Nordex Acciona;;146,5;133;Pohjois-Pohjanmaa;1;
Oltava 3;Pyhäjoki;Taaleri Energia;Oltavan Tuulipuisto Ky;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;4800;2020;Nordex Acciona;;146,5;133;Pohjois-Pohjanmaa;1;
Oltava 4;Pyhäjoki;Taaleri Energia;Oltavan Tuulipuisto Ky;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;4800;2020;Nordex Acciona;;146,5;133;Pohjois-Pohjanmaa;1;
Oltava 5;Pyhäjoki;Taaleri Energia;Oltavan Tuulipuisto Ky;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;4800;2020;Nordex Acciona;;146,5;133;Pohjois-Pohjanmaa;1;
Oltava 6;Pyhäjoki;Taaleri Energia;Oltavan Tuulipuisto Ky;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;4800;2020;Nordex Acciona;;146,5;133;Pohjois-Pohjanmaa;1;
Oltava 7;Pyhäjoki;Taaleri Energia;Oltavan Tuulipuisto Ky;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;4800;2020;Nordex Acciona;;146,5;133;Pohjois-Pohjanmaa;1;
Oltava 8;Pyhäjoki;Taaleri Energia;Oltavan Tuulipuisto Ky;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;4800;2020;Nordex Acciona;;146,5;133;Pohjois-Pohjanmaa;1;
Oltava 9;Pyhäjoki;Taaleri Energia;Oltavan Tuulipuisto Ky;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;4800;2020;Nordex Acciona;;146,5;133;Pohjois-Pohjanmaa;1;
Oltava 10;Pyhäjoki;Taaleri Energia;Oltavan Tuulipuisto Ky;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;4800;2020;Nordex Acciona;;146,5;133;Pohjois-Pohjanmaa;1;
Oltava 11;Pyhäjoki;Taaleri Energia;Oltavan Tuulipuisto Ky;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;4800;2020;Nordex Acciona;;146,5;133;Pohjois-Pohjanmaa;1;
Oltava 12;Pyhäjoki;Taaleri Energia;Oltavan Tuulipuisto Ky;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;4800;2020;Nordex Acciona;;146,5;133;Pohjois-Pohjanmaa;1;
Oltava 13;Pyhäjoki;Taaleri Energia;Oltavan Tuulipuisto Ky;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;4800;2020;Nordex Acciona;;146,5;133;Pohjois-Pohjanmaa;1;
Oltava 14;Pyhäjoki;Taaleri Energia;Oltavan Tuulipuisto Ky;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;4800;2020;Nordex Acciona;;146,5;133;Pohjois-Pohjanmaa;1;
Oltava 15;Pyhäjoki;Taaleri Energia;Oltavan Tuulipuisto Ky;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;4800;2020;Nordex Acciona;;146,5;133;Pohjois-Pohjanmaa;1;
Oltava 16;Pyhäjoki;Taaleri Energia;Oltavan Tuulipuisto Ky;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;4800;2020;Nordex Acciona;;146,5;133;Pohjois-Pohjanmaa;1;
Oltava 17;Pyhäjoki;Taaleri Energia;Oltavan Tuulipuisto Ky;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;4800;2020;Nordex Acciona;;146,5;133;Pohjois-Pohjanmaa;1;
Oltava 18;Pyhäjoki;Taaleri Energia;Oltavan Tuulipuisto Ky;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;4800;2020;Nordex Acciona;;146,5;133;Pohjois-Pohjanmaa;1;
Oltava 19;Pyhäjoki;Taaleri Energia;Oltavan Tuulipuisto Ky;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;4800;2020;Nordex Acciona;;146,5;133;Pohjois-Pohjanmaa;1;
Onkalo 1;Simo;Exilion Tuuli Ky;;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;3000;2012;Vestas;;119;112;Lappi;1;
Onkalo 2;Simo;Exilion Tuuli Ky;;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;3000;2012;Vestas;;119;112;Lappi;1;
Onkalo 2 1;Simo;Exilion Tuuli Ky;;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;3450;2017;Vestas;;142;136;Lappi;1;
Onkalo 2 2;Simo;Exilion Tuuli Ky;;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;3450;2017;Vestas;;142;136;Lappi;1;
Onkalo 2 3;Simo;Exilion Tuuli Ky;;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;3450;2017;Vestas;;142;136;Lappi;1;
Onkalo 3;Simo;Exilion Tuuli Ky;;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;3000;2012;Vestas;;119;112;Lappi;1;
Pahkionvuori 1;Huittinen;Lännen Lintu Oy;;;;1800;2012;Enercon;;80;70;Satakunta;1;
Pahkionvuori 2;Huittinen;Lännen Lintu Oy;;;;1800;2012;Enercon;;80;70;Satakunta;1;
Pajukoski 1;Ylivieska;Taaleri Energia;Pajukosken Tuulipuisto Oy;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;3300;2015;Vestas;;137;126;Pohjois-Pohjanmaa;1;
Pajukoski 2;Ylivieska;Taaleri Energia;Pajukosken Tuulipuisto Oy;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;3300;2015;Vestas;;137;126;Pohjois-Pohjanmaa;1;
Pajukoski 3;Ylivieska;Taaleri Energia;Pajukosken Tuulipuisto Oy;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;3300;2015;Vestas;;137;126;Pohjois-Pohjanmaa;1;
Pajukoski 4;Ylivieska;Taaleri Energia;Pajukosken Tuulipuisto Oy;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;3300;2015;Vestas;;137;126;Pohjois-Pohjanmaa;1;
Pajukoski 5;Ylivieska;Taaleri Energia;Pajukosken Tuulipuisto Oy;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;3300;2015;Vestas;;137;126;Pohjois-Pohjanmaa;1;
Pajukoski 6;Ylivieska;Taaleri Energia;Pajukosken Tuulipuisto Oy;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;3300;2015;Vestas;;137;126;Pohjois-Pohjanmaa;1;
Pajukoski 7;Ylivieska;Taaleri Energia;Pajukosken Tuulipuisto Oy;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;3300;2015;Vestas;;137;126;Pohjois-Pohjanmaa;1;
Pajukoski 8;Ylivieska;Taaleri Energia;Pajukosken Tuulipuisto Oy;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;3300;2015;Vestas;;137;126;Pohjois-Pohjanmaa;1;
Pajukoski 9;Ylivieska;Taaleri Energia;Pajukosken Tuulipuisto Oy;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;3300;2015;Vestas;;137;126;Pohjois-Pohjanmaa;1;
Paltusmäki 1;Pyhäjoki;Energiequelle ;;Energiequelle;Energiequelle;4300;2020;Enercon;;132;147;Pohjois-Pohjanmaa;1;
Paltusmäki 2;Pyhäjoki;Energiequelle ;;Energiequelle;Energiequelle;4300;2020;Enercon;;132;147;Pohjois-Pohjanmaa;1;
Paltusmäki 3;Pyhäjoki;Energiequelle ;;Energiequelle;Energiequelle;4300;2020;Enercon;;132;147;Pohjois-Pohjanmaa;1;
Paltusmäki 4;Pyhäjoki;Energiequelle ;;Energiequelle;Energiequelle;4300;2020;Enercon;;132;147;Pohjois-Pohjanmaa;1;
Paltusmäki 5;Pyhäjoki;Energiequelle ;;Energiequelle;Energiequelle;4300;2020;Enercon;;132;147;Pohjois-Pohjanmaa;1;
Parha 1;Pyhäjoki;Puhuri Oy;;Puhuri Oy, Teppo Hilakivi, teppo@hilakivi@puhuri.fi;Puhuri Oy, Teppo Hilakivi, teppo@hilakivi@puhuri.fi;5600;2022;Vestas;;166;162;Pohjois-Pohjanmaa;1;
Parha 2;Pyhäjoki;Puhuri Oy;;Puhuri Oy, Teppo Hilakivi, teppo@hilakivi@puhuri.fi;Puhuri Oy, Teppo Hilakivi, teppo@hilakivi@puhuri.fi;5600;2022;Vestas;;166;162;Pohjois-Pohjanmaa;1;
Parha 3;Pyhäjoki;Puhuri Oy;;Puhuri Oy, Teppo Hilakivi, teppo@hilakivi@puhuri.fi;Puhuri Oy, Teppo Hilakivi, teppo@hilakivi@puhuri.fi;5600;2022;Vestas;;166;162;Pohjois-Pohjanmaa;1;
Parha 4;Pyhäjoki;Puhuri Oy;;Puhuri Oy, Teppo Hilakivi, teppo@hilakivi@puhuri.fi;Puhuri Oy, Teppo Hilakivi, teppo@hilakivi@puhuri.fi;5600;2022;Vestas;;166;162;Pohjois-Pohjanmaa;1;
Parha 5;Pyhäjoki;Puhuri Oy;;Puhuri Oy, Teppo Hilakivi, teppo@hilakivi@puhuri.fi;Puhuri Oy, Teppo Hilakivi, teppo@hilakivi@puhuri.fi;5600;2022;Vestas;;166;162;Pohjois-Pohjanmaa;1;
Parha 6;Pyhäjoki;Puhuri Oy;;Puhuri Oy, Teppo Hilakivi, teppo@hilakivi@puhuri.fi;Puhuri Oy, Teppo Hilakivi, teppo@hilakivi@puhuri.fi;5600;2022;Vestas;;166;162;Pohjois-Pohjanmaa;1;
Parha 7;Pyhäjoki;Puhuri Oy;;Puhuri Oy, Teppo Hilakivi, teppo@hilakivi@puhuri.fi;Puhuri Oy, Teppo Hilakivi, teppo@hilakivi@puhuri.fi;5600;2022;Vestas;;166;162;Pohjois-Pohjanmaa;1;
Parha 8;Pyhäjoki;Puhuri Oy;;Puhuri Oy, Teppo Hilakivi, teppo@hilakivi@puhuri.fi;Puhuri Oy, Teppo Hilakivi, teppo@hilakivi@puhuri.fi;5600;2022;Vestas;;166;162;Pohjois-Pohjanmaa;1;
Parha 9;Pyhäjoki;Puhuri Oy;;Puhuri Oy, Teppo Hilakivi, teppo@hilakivi@puhuri.fi;Puhuri Oy, Teppo Hilakivi, teppo@hilakivi@puhuri.fi;5600;2022;Vestas;;166;162;Pohjois-Pohjanmaa;1;
Parha 10;Pyhäjoki;Puhuri Oy;;Puhuri Oy, Teppo Hilakivi, teppo@hilakivi@puhuri.fi;Puhuri Oy, Teppo Hilakivi, teppo@hilakivi@puhuri.fi;5600;2022;Vestas;;166;162;Pohjois-Pohjanmaa;1;
Paskoonharju 1 1;Teuva;EPV Tuulivoima Oy;;;;3200;2017;Vestas;;142;136;Etelä-Pohjanmaa;1;
Paskoonharju 1 2;Teuva;EPV Tuulivoima Oy;;;;3200;2017;Vestas;;142;136;Etelä-Pohjanmaa;1;
Paskoonharju 2 1;Teuva;EPV Tuulivoima Oy;;;;5600;2022;Vestas;;155;150;Etelä-Pohjanmaa;1;
Paskoonharju 2 2;Teuva;EPV Tuulivoima Oy;;;;5600;2022;Vestas;;155;150;Etelä-Pohjanmaa;1;
Paskoonharju 2 3;Teuva;EPV Tuulivoima Oy;;;;5600;2022;Vestas;;155;150;Etelä-Pohjanmaa;1;
Paskoonharju 2 4;Teuva;EPV Tuulivoima Oy;;;;5600;2022;Vestas;;155;150;Etelä-Pohjanmaa;1;
Paskoonharju 2 5;Teuva;EPV Tuulivoima Oy;;;;5600;2022;Vestas;;155;150;Etelä-Pohjanmaa;1;
Paskoonharju 2 6;Teuva;EPV Tuulivoima Oy;;;;5600;2022;Vestas;;155;150;Etelä-Pohjanmaa;1;
Paskoonharju 2 7;Teuva;EPV Tuulivoima Oy;;;;5600;2022;Vestas;;155;150;Etelä-Pohjanmaa;1;
Paskoonharju 2 8;Teuva;EPV Tuulivoima Oy;;;;5600;2022;Vestas;;155;150;Etelä-Pohjanmaa;1;
Paskoonharju 2 9;Teuva;EPV Tuulivoima Oy;;;;5600;2022;Vestas;;155;150;Etelä-Pohjanmaa;1;
Paskoonharju 2 10;Teuva;EPV Tuulivoima Oy;;;;5600;2022;Vestas;;155;150;Etelä-Pohjanmaa;1;
Paskoonharju 2 11;Teuva;EPV Tuulivoima Oy;;;;5600;2022;Vestas;;155;150;Etelä-Pohjanmaa;1;
Paskoonharju 2 12;Teuva;EPV Tuulivoima Oy;;;;5600;2022;Vestas;;155;150;Etelä-Pohjanmaa;1;
Paskoonharju 2 13;Teuva;EPV Tuulivoima Oy;;;;5600;2022;Vestas;;155;150;Etelä-Pohjanmaa;1;
Paskoonharju 2 14;Teuva;EPV Tuulivoima Oy;;;;5600;2022;Vestas;;155;150;Etelä-Pohjanmaa;1;
Paskoonharju 2 15;Teuva;EPV Tuulivoima Oy;;;;5600;2022;Vestas;;155;150;Etelä-Pohjanmaa;1;
Paskoonharju 2 16;Teuva;EPV Tuulivoima Oy;;;;5600;2022;Vestas;;155;150;Etelä-Pohjanmaa;1;
Paskoonharju 2 17;Teuva;EPV Tuulivoima Oy;;;;5600;2022;Vestas;;155;150;Etelä-Pohjanmaa;1;
Paskoonharju 2 18;Teuva;EPV Tuulivoima Oy;;;;5600;2022;Vestas;;155;150;Etelä-Pohjanmaa;1;
Paskoonharju 2 19;Teuva;EPV Tuulivoima Oy;;;;5600;2022;Vestas;;155;150;Etelä-Pohjanmaa;1;
Paskoonharju 2 20;Teuva;EPV Tuulivoima Oy;;;;5600;2022;Vestas;;155;150;Etelä-Pohjanmaa;1;
Paskoonharju 2 21;Teuva;EPV Tuulivoima Oy;;;;5600;2022;Vestas;;155;150;Etelä-Pohjanmaa;1;
Peittoonkorpi 1;Pori;Exilion Tuuli Ky;;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;4500;2014;Siemens Gamesa;;140;145;Satakunta;1;
Peittoonkorpi 10;Pori;Exilion Tuuli Ky;;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;4500;2014;Siemens Gamesa;;140;145;Satakunta;1;
Peittoonkorpi 11;Pori;Exilion Tuuli Ky;;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;4500;2013;Siemens Gamesa;;140;145;Satakunta;1;
Peittoonkorpi 12;Pori;Exilion Tuuli Ky;;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;4500;2014;Siemens Gamesa;;140;145;Satakunta;1;
Peittoonkorpi 2;Pori;Exilion Tuuli Ky;;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;4500;2014;Siemens Gamesa;;140;145;Satakunta;1;
Peittoonkorpi 3;Pori;Exilion Tuuli Ky;;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;4500;2014;Siemens Gamesa;;140;145;Satakunta;1;
Peittoonkorpi 4;Pori;Exilion Tuuli Ky;;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;4500;2014;Siemens Gamesa;;140;145;Satakunta;1;
Peittoonkorpi 5;Pori;Exilion Tuuli Ky;;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;4500;2014;Siemens Gamesa;;140;145;Satakunta;1;
Peittoonkorpi 6;Pori;Exilion Tuuli Ky;;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;4500;2014;Siemens Gamesa;;140;145;Satakunta;1;
Peittoonkorpi 7;Pori;Exilion Tuuli Ky;;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;4500;2014;Siemens Gamesa;;140;145;Satakunta;1;
Peittoonkorpi 8;Pori;Exilion Tuuli Ky;;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;4500;2014;Siemens Gamesa;;140;145;Satakunta;1;
Peittoonkorpi 9;Pori;Exilion Tuuli Ky;;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;4500;2014;Siemens Gamesa;;140;145;Satakunta;1;
Pettböle 1;Finström;Ålands Vindkraft Ab;;;;500;1998;Enercon;;55;40,3;Ahvenanmaa;1;
Pettböle 2;Finström;Ålands Vindkraft Ab;;;;500;1998;Enercon;;55;40,3;Ahvenanmaa;1;
Pettböle 3;Finström;Ålands Vindkraft Ab;;;;600;1999;Enercon;;65;45;Ahvenanmaa;1;
Pettumäki 1;Teuva;Pettumäen Mylly Oy;;;;2600;2013;Enercon;;135;100;Etelä-Pohjanmaa;1;
Piiparinmäki 1;Pyhäntä;Glennmont Partners;;;;4200;2021;Vestas;230;155;150;Pohjois-Pohjanmaa;1;
Piiparinmäki 2;Pyhäntä;Glennmont Partners;;;;4200;2021;Vestas;230;155;150;Pohjois-Pohjanmaa;1;
Piiparinmäki 3;Pyhäntä;Glennmont Partners;;;;4200;2021;Vestas;230;155;150;Pohjois-Pohjanmaa;1;
Piiparinmäki 4;Pyhäntä;Glennmont Partners;;;;4200;2021;Vestas;230;155;150;Pohjois-Pohjanmaa;1;
Piiparinmäki 5;Pyhäntä;Glennmont Partners;;;;4200;2021;Vestas;230;155;150;Pohjois-Pohjanmaa;1;
Piiparinmäki 6;Pyhäntä;Glennmont Partners;;;;4200;2021;Vestas;230;155;150;Pohjois-Pohjanmaa;1;
Piiparinmäki 7;Pyhäntä;Glennmont Partners;;;;4200;2021;Vestas;230;155;150;Pohjois-Pohjanmaa;1;
Piiparinmäki 8;Pyhäntä;Glennmont Partners;;;;4200;2021;Vestas;230;155;150;Pohjois-Pohjanmaa;1;
Piiparinmäki 9;Pyhäntä;Glennmont Partners;;;;4200;2021;Vestas;230;155;150;Pohjois-Pohjanmaa;1;
Piiparinmäki 10;Pyhäntä;Glennmont Partners;;;;4200;2021;Vestas;230;155;150;Pohjois-Pohjanmaa;1;
Piiparinmäki 11;Pyhäntä;Glennmont Partners;;;;4200;2021;Vestas;230;155;150;Pohjois-Pohjanmaa;1;
Piiparinmäki 12;Pyhäntä;Glennmont Partners;;;;4200;2021;Vestas;230;155;150;Pohjois-Pohjanmaa;1;
Piiparinmäki 13;Pyhäntä;Glennmont Partners;;;;4200;2021;Vestas;230;155;150;Pohjois-Pohjanmaa;1;
Piiparinmäki 14;Pyhäntä;Glennmont Partners;;;;5600;2021;Vestas;230;155;150;Pohjois-Pohjanmaa;1;
Piiparinmäki 15;Pyhäntä;Glennmont Partners;;;;5600;2021;Vestas;230;155;150;Pohjois-Pohjanmaa;1;
Piiparinmäki 16;Pyhäntä;Glennmont Partners;;;;5600;2021;Vestas;230;155;150;Pohjois-Pohjanmaa;1;
Piiparinmäki 17;Pyhäntä;Glennmont Partners;;;;5600;2021;Vestas;230;155;150;Pohjois-Pohjanmaa;1;
Piiparinmäki 18;Pyhäntä;Glennmont Partners;;;;5600;2021;Vestas;230;155;150;Pohjois-Pohjanmaa;1;
Piiparinmäki 19;Pyhäntä;Glennmont Partners;;;;5600;2021;Vestas;230;155;150;Pohjois-Pohjanmaa;1;
Piiparinmäki 20;Pyhäntä;Glennmont Partners;;;;5600;2021;Vestas;230;155;150;Pohjois-Pohjanmaa;1;
Piiparinmäki 21;Pyhäntä;Glennmont Partners;;;;5600;2021;Vestas;230;155;150;Pohjois-Pohjanmaa;1;
Piiparinmäki 22;Pyhäntä;Glennmont Partners;;;;5600;2021;Vestas;230;155;150;Pohjois-Pohjanmaa;1;
Piiparinmäki 23;Pyhäntä;Glennmont Partners;;;;5600;2021;Vestas;230;155;150;Pohjois-Pohjanmaa;1;
Piiparinmäki 24;Pyhäntä;Glennmont Partners;;;;5600;2021;Vestas;230;155;150;Pohjois-Pohjanmaa;1;
Piiparinmäki 25;Pyhäntä;Glennmont Partners;;;;5600;2021;Vestas;230;155;150;Pohjois-Pohjanmaa;1;
Piiparinmäki 26;Pyhäntä;Glennmont Partners;;;;5600;2021;Vestas;230;155;150;Pohjois-Pohjanmaa;1;
Piiparinmäki 27;Pyhäntä;Glennmont Partners;;;;5600;2021;Vestas;230;155;150;Pohjois-Pohjanmaa;1;
Piiparinmäki 28;Pyhäntä;Glennmont Partners;;;;5600;2021;Vestas;230;155;150;Pohjois-Pohjanmaa;1;
Piiparinmäki 29;Pyhäntä;Glennmont Partners;;;;5600;2021;Vestas;230;155;150;Pohjois-Pohjanmaa;1;
Piiparinmäki 30;Pyhäntä;Glennmont Partners;;;;5600;2021;Vestas;230;155;150;Pohjois-Pohjanmaa;1;
Piiparinmäki 31;Pyhäntä;Glennmont Partners;;;;5600;2021;Vestas;230;155;150;Pohjois-Pohjanmaa;1;
Piiparinmäki 32;Pyhäntä;Glennmont Partners;;;;5600;2021;Vestas;230;155;150;Pohjois-Pohjanmaa;1;
Piiparinmäki 33;Kajaani;Glennmont Partners;;;;5600;2021;Vestas;230;155;150;Kainuu;1;
Piiparinmäki 34;Kajaani;Glennmont Partners;;;;5600;2021;Vestas;230;155;150;Kainuu;1;
Piiparinmäki 35;Kajaani;Glennmont Partners;;;;5600;2021;Vestas;230;155;150;Kainuu;1;
Piiparinmäki 36;Kajaani;Glennmont Partners;;;;5600;2021;Vestas;230;155;150;Kainuu;1;
Piiparinmäki 37;Kajaani;Glennmont Partners;;;;5600;2021;Vestas;230;155;150;Kainuu;1;
Piiparinmäki 38;Kajaani;Glennmont Partners;;;;5600;2021;Vestas;230;155;150;Kainuu;1;
Piiparinmäki 39;Kajaani;Glennmont Partners;;;;5600;2021;Vestas;230;155;150;Kainuu;1;
